Switches:
Stage ID: 00
  01  from    STOLENSISTER  in sea/Stage (Event)
  00  from          Fganon  in GanonC/Room5
  00  from          Fganon  in GanonM/Room0
  01  from         takara8  in GanonJ/Stage
  01  from          door10  in GanonJ/Stage
  02  from           TagEv  in GanonE/Stage
  02  from          SW_C00  in GanonE/Room0
  04  from           TagEv  in GanonE/Stage
  04  from            Stal  in GanonE/Room0
  04  from            Stal  in GanonE/Room0/LayerB
  05  from           TagEv  in GanonE/Stage
  05  from           Msdan  in GanonE/Room0
  05  from         Kbota_B  in GanonE/Room0
  05  from          AttTag  in GanonE/Room0
  06  from           TagEv  in GanonE/Stage
  06  from           Msdan  in GanonE/Room0
  06  from         Kbota_B  in GanonE/Room0
  06  from          AttTag  in GanonE/Room0
  06  from          SW_C00  in GanonE/Room0
  07  from          Warpnt  in GanonK/Room0
  07  from           Warpt  in GanonK/Room0
  08  from           TagEv  in GanonK/Stage/Layer0
  08  from           TagEv  in GanonK/Stage/Layer0
  08  from           TagEv  in GanonK/Stage/Layer0
  08  from           TagEv  in GanonK/Stage/Layer0
  08  from           TagEv  in GanonK/Stage/Layer1
  08  from           TagEv  in GanonK/Stage/Layer1
  08  from           TagEv  in GanonK/Stage/Layer1
  08  from           TagEv  in GanonK/Stage/Layer1
  08  from          Warpnt  in GanonK/Room0
  08  from           Warpt  in GanonK/Room0
  0A  from          door10  in GanonJ/Stage
  0B  from           TagEv  in GanonE/Stage
  0C  from           TagEv  in GanonE/Stage
  0D  from           TagEv  in GanonA/Stage
  0E  from           TagEv  in GanonK/Stage/Layer0
  0E  from           TagEv  in GanonK/Stage/Layer0
  0E  from           TagEv  in GanonK/Stage/Layer0
  0E  from           TagEv  in GanonK/Stage/Layer0
  0E  from           TagEv  in GanonK/Stage/Layer1
  0E  from           TagEv  in GanonK/Stage/Layer1
  0E  from           TagEv  in GanonK/Stage/Layer1
  0E  from           TagEv  in GanonK/Stage/Layer1
  10  from           endhr  in GTower/Stage (Event)
  12  from         to_roof  in GanonK/Stage (Event)
  13  from           TagHt  in GanonM/Room1
  13  from           TagHt  in GanonM/Room1
  13  from           TagHt  in GanonM/Room1
  13  from         AND_SW0  in GanonM/Room2
  13  from         SW_HIT0  in GanonM/Room2
  13  from         AND_SW0  in GanonM/Room2
  13  from         AND_SW0  in GanonM/Room2
  14  from         SW_HIT0  in GanonM/Room2
  15  from         SW_HIT0  in GanonM/Room2
  15  from         SW_HIT0  in GanonM/Room2
  16  from         SW_HIT0  in GanonM/Room2
  16  from         SW_HIT0  in GanonM/Room2
  17  from         SW_HIT0  in GanonM/Room2
  17  from         SW_HIT0  in GanonM/Room2
  18  from            Vfan  in GanonM/Room0
  19  from          ALLdie  in GanonL/Room0
  19  from          SW_C00  in GanonL/Room0
  1A  from             mo2  in GanonL/Room0
  1A  from             mo2  in GanonL/Room0
  1A  from             mo2  in GanonL/Room0
  1A  from              Tn  in GanonL/Room0
  1A  from              Tn  in GanonL/Room0
  1A  from              Tn  in GanonL/Room0
  1A  from          SW_C00  in GanonL/Room0
  1A  from          SW_C00  in GanonL/Room0
  1B  from           TagEv  in GanonK/Stage/Layer0
  1B  from           TagEv  in GanonK/Stage/Layer1
  1C  from            Look  in GanonM/Stage (Event)
  1C  from           TagEv  in GanonM/Room1
  1C  from         AND_SW0  in GanonM/Room2
  1C  from           TagEv  in GanonM/Room2
  1D  from           Look2  in GanonM/Stage (Event)
  1D  from         AND_SW0  in GanonM/Room2
  1D  from           TagEv  in GanonM/Room2
  1E  from    kugutu_ganon  in GanonK/Stage (Event)
  1F  from        g2before  in GTower/Stage (Event)
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  6B  from           TagHt  in Xboss0/Room0
  80  from           TagEv  in GanonJ/Stage
  80  from         AND_SW0  in GanonM/Room0
  81  from           TagEv  in GanonJ/Stage
  81  from         AND_SW0  in GanonM/Room0
  82  from           TagEv  in GanonJ/Stage
  82  from         AND_SW0  in GanonM/Room0
  83  from           TagEv  in GanonJ/Stage
  83  from         AND_SW0  in GanonM/Room0
  84  from           TagEv  in GanonJ/Stage
  84  from         AND_SW0  in GanonM/Room0
  85  from         AND_SW0  in GanonM/Room0
  C0  from         MKanok2  in GanonE/Room0
  C0  from          Rdead1  in GanonE/Room0
  C0  from         Zenshut  in GanonJ/Stage
  C1  from         MKanok2  in GanonE/Room0
  C1  from         Zenshut  in GanonJ/Stage
  C2  from         MKanok2  in GanonE/Room0
  C2  from          Rdead1  in GanonE/Room0
  C2  from         Zenshut  in GanonJ/Stage
  C3  from         MKanok2  in GanonE/Room0
  C3  from          door10  in GanonJ/Stage
  C3  from            Puti  in GanonJ/Room9
  C3  from            Puti  in GanonJ/Room9
  C3  from            Puti  in GanonJ/Room9
  C3  from            Puti  in GanonJ/Room9
  C3  from            Puti  in GanonJ/Room9
  C3  from            Puti  in GanonJ/Room9
  C3  from         AND_SW0  in GanonJ/Room9
  C4  from         MKanok2  in GanonE/Room0
  C4  from         c_black  in GanonE/Room0
  C5  from         MKanok2  in GanonE/Room0
  C5  from           bable  in GanonE/Room0
  C6  from         MKanok2  in GanonE/Room0
  C7  from         MKanok2  in GanonE/Room0
  C8  from         MKanok2  in GanonE/Room0
  C8  from           bable  in GanonE/Room0
  C9  from         MKanok2  in GanonE/Room0
  CA  from         MKanok2  in GanonE/Room0
  CB  from         MKanok2  in GanonE/Room0
  CB  from         c_black  in GanonE/Room0
  CC  from         MKanok2  in GanonE/Room0
  CC  from         c_black  in GanonE/Room0
  CD  from         MKanok2  in GanonE/Room0
  CD  from         c_black  in GanonE/Room0
  CE  from         MKanok2  in GanonE/Room0
  CE  from         c_black  in GanonE/Room0
  CF  from         MKanok2  in GanonE/Room0
  D0  from         MKanok2  in GanonE/Room0
  D0  from         c_black  in GanonE/Room0
  D1  from         MKanok2  in GanonE/Room0
  D1  from         c_black  in GanonE/Room0
  D2  from         MKanok2  in GanonE/Room0
  D2  from         c_black  in GanonE/Room0
  D3  from         MKanok2  in GanonE/Room0
  D3  from         c_black  in GanonE/Room0
  D4  from         MKanok2  in GanonE/Room0
  D5  from         MKanok2  in GanonE/Room0
  D6  from         MKanok2  in GanonE/Room0
  D7  from         MKanok2  in GanonE/Room0
  D7  from           Kmi02  in GanonE/Room0
  D8  from         MKanok2  in GanonE/Room0
  D9  from         MKanok2  in GanonE/Room0
  DA  from         MKanok2  in GanonE/Room0
  DB  from         MKanok2  in GanonE/Room0
  DB  from           Kmi02  in GanonE/Room0
  DC  from         MKanok2  in GanonE/Room0
  DD  from         MKanok2  in GanonE/Room0
  DE  from         MKanok2  in GanonE/Room0
  DF  from         MKanok2  in GanonE/Room0
Room GTower/Room0
  E0  from           Akabe  in GTower/Room0/Layer8
  E0  from           Akabe  in GTower/Room0/Layer8
  E0  from           Akabe  in GTower/Room0/Layer8
  E0  from           Akabe  in GTower/Room0/Layer8
  E0  from           Akabe  in GTower/Room0/Layer8
  E0  from           Akabe  in GTower/Room0/Layer8
  E0  from           Akabe  in GTower/Room0/Layer8
  E0  from           Akabe  in GTower/Room0/Layer8
  E0  from           Akabe  in GTower/Room0/Layer8
Room GanonC/Room0
  E0  from          Htoge1  in GanonC/Room0
  E0  from          Htoge1  in GanonC/Room0
  E0  from          Htoge1  in GanonC/Room0
  E0  from          Htoge1  in GanonC/Room0
  E0  from          Htoge1  in GanonC/Room0
  E0  from          Htoge1  in GanonC/Room0
Room GanonD/Room0
  E0  from           Akabe  in GanonD/Room0
  E0  from           Akabe  in GanonD/Room0
  E0  from           Akabe  in GanonD/Room0
  E0  from           Akabe  in GanonD/Room0
  E0  from           Akabe  in GanonD/Room0
  E0  from           Akabe  in GanonD/Room0
  E0  from           Akabe  in GanonD/Room0
  E0  from           Akabe  in GanonD/Room0
  E0  from           Akabe  in GanonD/Room0
Room GanonJ/Room3
  E0  from              Bk  in GanonJ/Room3
  E0  from              Bk  in GanonJ/Room3
  E1  from              Bk  in GanonJ/Room3
  E1  from              Bk  in GanonJ/Room3
  E2  from              Bk  in GanonJ/Room3
  E2  from              Bk  in GanonJ/Room3
  E3  from              Bk  in GanonJ/Room3
  E3  from              Bk  in GanonJ/Room3
  E4  from              Bk  in GanonJ/Room3
  E4  from              Bk  in GanonJ/Room3
  E5  from              Bk  in GanonJ/Room3
  E5  from              Bk  in GanonJ/Room3
  E6  from              Bk  in GanonJ/Room3
  E6  from              Bk  in GanonJ/Room3
  E7  from              Bk  in GanonJ/Room3
  E7  from              Bk  in GanonJ/Room3
Room GanonJ/Room9
  E0  from             mo2  in GanonJ/Room9
  E0  from         AND_SW0  in GanonJ/Room9
  E1  from             mo2  in GanonJ/Room9
  E1  from         AND_SW0  in GanonJ/Room9
Room GanonJ/Room13
  E8  from         takara8  in GanonJ/Stage
Room GanonM/Room0
  E1  from         AND_SW0  in GanonM/Room0
Room GanonM/Room1
  E0  from           TagHt  in GanonM/Room1
  E0  from           TagHt  in GanonM/Room1
  E0  from           TagHt  in GanonM/Room1
Stage ID: 09
  02  from        warp_out  in Hyrule/Stage (Event)
  03  from   btl_of_swroom  in kenroom/Stage (Event)
  03  from           TagEv  in kenroom/Room0/Layer4
  03  from           TagEv  in kenroom/Room0/Layer5
  04  from          ALLdie  in Hyroom/Room0
  04  from          TnTrap  in Hyroom/Room0
  04  from          TnTrap  in Hyroom/Room0
  05  from          ALLdie  in kenroom/Room0/Layer4
  05  from          ALLdie  in kenroom/Room0/Layer5
  06  from           TagHt  in Hyroom/Room0
  08  from          TnTrap  in Hyroom/Room0
  09  from          TnTrap  in Hyroom/Room0
  0B  from    master_sword  in kenroom/Stage (Event)
  0B  from           TagEv  in kenroom/Room0/Layer0
  0B  from           TagEv  in kenroom/Room0/Layer1
  0C  from   rebirth_hyral  in Hyroom/Stage (Event)
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from         bonbori  in Hyroom/Room0
  0D  from     swing_sword  in kenroom/Stage (Event)
  0E  from          TagHt2  in kenroom/Room0/Layer0
  0E  from           TagEv  in kenroom/Room0/Layer0
  0E  from           TagEv  in kenroom/Room0/Layer1
  0E  from          TagHt2  in kenroom/Room0/Layer1
  0F  from          TagHt2  in kenroom/Room0/Layer0
  0F  from          TagHt2  in kenroom/Room0/Layer1
  10  from           TagHt  in Hyroom/Room0
  11  from           TagEv  in Hyroom/Room0/Layer2
  11  from           TagEv  in Hyroom/Room0/Layer3
  12  from        hy_intro  in Hyroom/Stage (Event)
  13  from            seal  in Hyrule/Stage (Event)
  9D  from           Akabe  in Hyroom/Room0
  9D  from           Akabe  in Hyroom/Room0
Stage ID: 0A
  00  from         AND_SW2  in Abship/Room2
  00  from          tkrASw  in Abship/Room2
  01  from         takara5  in Abship/Room3
Room Abship/Room0
  E0  from          Mhsg4h  in Abship/Room0
  E0  from         AND_SW2  in Abship/Room0
  E0  from           TagEv  in Abship/Room0/LayerB
  E1  from              Bk  in Abship/Room0
  E1  from         AND_SW2  in Abship/Room0
  E2  from              Bk  in Abship/Room0
  E2  from         AND_SW2  in Abship/Room0
  E3  from              Bk  in Abship/Room0
  E3  from         AND_SW2  in Abship/Room0
  E4  from              Bk  in Abship/Room0
  E4  from         AND_SW2  in Abship/Room0
  E5  from     hasigo_down  in Abship/Stage (Event)
  E5  from           TagEv  in Abship/Room0/LayerB
  E6  from         takara6  in Abship/Room0
  E6  from         bonbori  in Abship/Room0
  E6  from          SW_C00  in Abship/Room0
Room Abship/Room1
  E0  from             mo2  in Abship/Room1
  E0  from         AND_SW2  in Abship/Room1
  E1  from             mo2  in Abship/Room1
  E1  from         AND_SW2  in Abship/Room1
  E2  from             mo2  in Abship/Room1
  E2  from         AND_SW2  in Abship/Room1
  E3  from             mo2  in Abship/Room1
  E3  from         AND_SW2  in Abship/Room1
  E4  from             mo2  in Abship/Room1
  E4  from         AND_SW2  in Abship/Room1
  E5  from          Mhsg4h  in Abship/Room1
  E5  from         AND_SW2  in Abship/Room1
Room Abship/Room2
  E0  from              Bk  in Abship/Room2
  E0  from         AND_SW2  in Abship/Room2
  E1  from              Bk  in Abship/Room2
  E1  from         AND_SW2  in Abship/Room2
  E2  from              Bk  in Abship/Room2
  E2  from         AND_SW2  in Abship/Room2
Room Abship/Room3
  E0  from         bonbori  in Abship/Room3
  E0  from         bonbori  in Abship/Room3
  E0  from          SW_C00  in Abship/Room3
  E5  from          Mhsg4h  in Abship/Room3
Room Abship/Room4
  E0  from         AND_SW2  in Abship/Room4
  E0  from             mo2  in Abship/Room4
  E1  from         AND_SW2  in Abship/Room4
  E1  from             mo2  in Abship/Room4
  E2  from         AND_SW2  in Abship/Room4
  E2  from             mo2  in Abship/Room4
  E3  from         AND_SW2  in Abship/Room4
  E3  from             mo2  in Abship/Room4
  E4  from         AND_SW2  in Abship/Room4
  E4  from          Mhsg4h  in Abship/Room4/LayerB
  E5  from         takara5  in Abship/Room4
  E5  from         bonbori  in Abship/Room4
  E5  from         bonbori  in Abship/Room4
  E5  from          SW_C00  in Abship/Room4
Room Abship/Room5
  E0  from            Fire  in Abship/Room5
  E0  from          Mhsg4h  in Abship/Room5
  E0  from          ALLdie  in Abship/Room5
  E0  from         takara5  in Abship/Room5
  E0  from         AND_SW2  in Abship/Room5/LayerB
  E1  from         AND_SW2  in Abship/Room5/LayerB
  E1  from         AND_SW2  in Abship/Room5/LayerB
  E2  from         AND_SW2  in Abship/Room5/LayerB
  E3  from         AND_SW2  in Abship/Room5/LayerB
Room Abship/Room6
  E0  from         AND_SW2  in Abship/Room6
  E0  from         Kbota_A  in Abship/Room6
  E0  from         bonbori  in Abship/Room6
  E0  from         bonbori  in Abship/Room6
  E0  from         bonbori  in Abship/Room6
  E0  from         bonbori  in Abship/Room6
  E1  from           wiz_r  in Abship/Room6
  E1  from         AND_SW2  in Abship/Room6
  E2  from         AND_SW2  in Abship/Room6
  E2  from         AND_SW2  in Abship/Room6
  E2  from         takara5  in Abship/Room6
  E2  from         bonbori  in Abship/Room6
  E2  from         bonbori  in Abship/Room6
  E2  from          SW_C00  in Abship/Room6
  E3  from           wiz_r  in Abship/Room6
  E3  from         AND_SW2  in Abship/Room6
  E3  from         c_green  in Abship/Room6
  E3  from           c_red  in Abship/Room6
  E3  from         c_green  in Abship/Room6
  E3  from         c_green  in Abship/Room6
  E3  from           c_red  in Abship/Room6
  E3  from           c_red  in Abship/Room6
  E4  from         AND_SW2  in Abship/Room6
  E4  from           wiz_r  in Abship/Room6
  E5  from           wiz_r  in Abship/Room6
  E5  from         AND_SW2  in Abship/Room6
  E6  from         AND_SW2  in Abship/Room6
  E6  from           wiz_r  in Abship/Room6
  E6  from           wiz_r  in Abship/Room6
  E6  from            Puti  in Abship/Room6
  E6  from            Puti  in Abship/Room6
  E6  from            Puti  in Abship/Room6
  E6  from            Puti  in Abship/Room6
  E7  from           wiz_r  in Abship/Room6
  E7  from         AND_SW2  in Abship/Room6
  E7  from            Puti  in Abship/Room6
  E7  from            Puti  in Abship/Room6
  E8  from           wiz_r  in Abship/Room6
  E8  from         AND_SW2  in Abship/Room6
  E8  from            Puti  in Abship/Room6
  E8  from            Puti  in Abship/Room6
  E9  from         AND_SW2  in Abship/Room6
  E9  from          Mhsg4h  in Abship/Room6
Room Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from            Puti  in Abship/Room7
  E0  from         AND_SW2  in Abship/Room7
  E2  from         AND_SW2  in Abship/Room7
  E2  from         AND_SW2  in Abship/Room7
  E2  from         AND_SW2  in Abship/Room7
  E2  from         AND_SW2  in Abship/Room7
  E2  from         AND_SW2  in Abship/Room7
  E2  from            Puti  in Abship/Room7
  E2  from          SW_C00  in Abship/Room7/LayerB
  E3  from         AND_SW2  in Abship/Room7
  E3  from         bonbori  in Abship/Room7
  E4  from         AND_SW2  in Abship/Room7
  E4  from         bonbori  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from            Puti  in Abship/Room7
  E5  from          Mhsg4h  in Abship/Room7
  E5  from         AND_SW2  in Abship/Room7
  E5  from         bonbori  in Abship/Room7
  E5  from         bonbori  in Abship/Room7
  E5  from         bonbori  in Abship/Room7
  E5  from         bonbori  in Abship/Room7
  E6  from         AND_SW2  in Abship/Room7
  E6  from         bonbori  in Abship/Room7
Room PShip/Room0
  E0  from          Mhsg4h  in PShip/Room0
  E0  from         AND_SW2  in PShip/Room0
  E0  from         AND_SW2  in PShip/Room0
  E0  from          ALLdie  in PShip/Room0
  E1  from          Rdead1  in PShip/Room0
  E2  from          Rdead1  in PShip/Room0
  EB  from           wiz_r  in PShip/Room0
  EB  from          SW_C00  in PShip/Room0
  EB  from         ky_tag0  in PShip/Room0
Room PShip/Room1
  E0  from          Mhsg4h  in PShip/Room1
  E0  from         AND_SW2  in PShip/Room1
  E0  from         AND_SW2  in PShip/Room1
  E0  from          ALLdie  in PShip/Room1
  EB  from           wiz_r  in PShip/Room1
  EB  from          SW_C00  in PShip/Room1
  EB  from         ky_tag0  in PShip/Room1
Room PShip/Room2
  E0  from          Mhsg4h  in PShip/Room2
  E0  from         AND_SW2  in PShip/Room2
  E0  from         AND_SW2  in PShip/Room2
  E0  from          ALLdie  in PShip/Room2
  EB  from           wiz_r  in PShip/Room2
  EB  from          SW_C00  in PShip/Room2
  EB  from         ky_tag0  in PShip/Room2
Stage ID: 0B
  00  from    AMORI_DEMO_1  in A_mori/Stage (Event)
  00  from           TagEv  in A_mori/Room0
  00  from           TagEv  in A_mori/Room0
  00  from           TagEv  in A_mori/Room0
  00  from              Bb  in A_mori/Room0/Layer0
  00  from              Bb  in A_mori/Room0/Layer0
  00  from          TagMd1  in Edaichi/Room0
  00  from          TagCb1  in Ekaze/Room0
  01  from     MEET_TETORA  in A_mori/Stage (Event)
  01  from           TagEv  in A_mori/Room0
  02  from       TALE_DEMO  in LinkRM/Stage (Event)
  02  from      TALE_DEMO2  in LinkRM/Stage (Event)
  03  from    AMORI_DEMO_2  in A_mori/Stage (Event)
  03  from           TagEv  in A_mori/Room0
  03  from           TagEv  in A_mori/Room0
  04  from          SW_C00  in Orichh/Room0
  05  from        OpenDoor  in Pnezumi/Stage (Event)
  05  from           TagEv  in Pnezumi/Room0
  06  from         Kbota_A  in Pnezumi/Room0
  06  from           TagEv  in Pnezumi/Room0
  07  from      look_tetra  in A_mori/Stage (Event)
  08  from          AttTag  in Adanmae/Room0
  09  from           TagEv  in Atorizk/Room0
  0A  from       meet_deku  in Omori/Stage (Event)
  0B  from             Kui  in Abesso/Room0
  0B  from            Fire  in Abesso/Room0
  0B  from          AttTag  in Abesso/Room0
  0C  from      BOMB_CRASH  in A_mori/Stage (Event)
  0C  from          Ebrock  in A_mori/Room0
  0D  from    getperl_deku  in Omori/Stage (Event)
  0E  from          Ebomzo  in Adanmae/Room0
  0F  from           TagEv  in Adanmae/Stage
  0F  from          Ebomzo  in Adanmae/Room0
  10  from        bombshop  in Obombh/Stage (Event)
  10  from           TagEv  in Obombh/Room0
  11  from     LOOK_SHIELD  in LinkRM/Stage (Event)
  11  from           TagEv  in LinkRM/Room0
  11  from           TagEv  in LinkRM/Room0
  12  from           TagEv  in LinkRM/Room0
  13  from           First  in Pnezumi/Stage (Event)
  13  from           TagEv  in Pnezumi/Room0
  13  from           TagEv  in Pnezumi/Room0
  13  from           TagEv  in Pnezumi/Room0
  14  from     FirstCamera  in Opub/Stage (Event)
  14  from           TagEv  in Opub/Room0/Layer1
  15  from      get_shield  in LinkRM/Stage (Event)
  18  from           TagEv  in Adanmae/Stage
  1A  from           VbakH  in Adanmae/Room0
  1B  from           VbakH  in Adanmae/Room0
  1C  from           VbakH  in Adanmae/Room0
  1D  from           VbakH  in Adanmae/Room0
  1E  from     MORI_INSIDE  in Omori/Stage (Event)
  1F  from           VbakH  in Adanmae/Room0
  3E  from           MknjD  in Edaichi/Room0
  3F  from           MknjD  in Ekaze/Room0
  40  from      dance_zola  in Edaichi/Stage (Event)
  41  from    dance_kokiri  in Ekaze/Stage (Event)
Room LinkRM/Room0
  E0  from      START_TEST  in LinkRM/Stage (Event)
Room Ocrogh/Room0
  E0  from      WALK_START  in Ocrogh/Stage (Event)
  E0  from   MapToolCamera  in Ocrogh/Stage (Event)
  EF  from           Akabe  in Ocrogh/Room0/Layer7
Room Onobuta/Room0
  E1  from          SW_C00  in Onobuta/Room0
  E1  from          AttTag  in Onobuta/Room0/Layer7
Room Pfigure/Room0
  E1  from          SW_C00  in Pfigure/Room0
  E1  from          SW_C00  in Pfigure/Room0
  E1  from          SW_C00  in Pfigure/Room0
  E1  from          SW_C00  in Pfigure/Room0
  E1  from          SW_C00  in Pfigure/Room0
  E1  from          SW_C00  in Pfigure/Room0
  E1  from          SW_C00  in Pfigure/Room0
  E1  from          SW_C00  in Pfigure/Room0
  E1  from          SW_C00  in Pfigure/Room0
Stage ID: 0C
  00  from         takara6  in MiniKaz/Stage
  00  from          Fkeeth  in MiniKaz/Room0
  00  from          Fkeeth  in MiniKaz/Room0
  00  from          Fkeeth  in MiniKaz/Room0
  00  from          Fkeeth  in MiniKaz/Room0
  00  from         AND_SW2  in MiniKaz/Room0
  00  from         AND_SW2  in MiniKaz/Room0
  00  from          SW_C00  in MiniKaz/Room0
  00  from          SW_C00  in MiniKaz/Room0
  00  from          SW_C00  in MiniKaz/Room0
  00  from          SW_C00  in MiniKaz/Room0
  00  from          SW_C00  in MiniKaz/Room0
  00  from          SW_C00  in MiniKaz/Room0
  00  from          SW_C00  in MiniKaz/Room0
  00  from          SW_C00  in MiniKaz/Room0
  00  from          SW_C00  in MiniKaz/Room0
  01  from         takara3  in MiniHyo/Stage
  01  from         AND_SW2  in MiniHyo/Room0
  01  from         AND_SW2  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  01  from          SW_C00  in MiniHyo/Room0
  02  from         takara2  in TyuTyu/Stage
  02  from          AttTag  in TyuTyu/Room0
  03  from          takara  in WarpD/Stage
  04  from          tkrCTf  in ShipD/Stage
  05  from         takara3  in Cave01/Stage
  06  from         takara8  in Cave02/Stage
  07  from         takara2  in Cave03/Stage
  08  from         takara7  in Cave04/Stage
  0A  from          tkrCTf  in TF_01/Stage
  0B  from          tkrCTf  in TF_02/Stage
  10  from          tkrCTf  in TF_03/Stage
  11  from          SW_C00  in TF_03/Room6
  11  from          tkrCTf  in TF_04/Stage
  19  from         takara2  in TyuTyu/Stage
  19  from         c_green  in TyuTyu/Room0
  19  from         c_green  in TyuTyu/Room0
  19  from         c_green  in TyuTyu/Room0
  19  from         c_green  in TyuTyu/Room0
  20  from           Dsaku  in Cave03/Room0
  21  from           Dsaku  in Cave03/Room0
  22  from         Zenshut  in TF_01/Stage
  22  from         AND_SW2  in TF_01/Room1
  22  from         AND_SW2  in TF_01/Room1
  22  from         AND_SW2  in TF_01/Room1
  22  from         AND_SW2  in TF_01/Room1
  23  from         Zenshut  in TF_02/Stage
  23  from         AND_SW2  in TF_02/Room1
  23  from         AND_SW2  in TF_02/Room1
  23  from         AND_SW2  in TF_02/Room1
  23  from         AND_SW2  in TF_02/Room1
  24  from            Ekao  in MiniKaz/Room0
  80  from         magtail  in Cave01/Room0
  80  from         magtail  in Cave01/Room0
  80  from            Fire  in Cave01/Room1
  80  from         magtail  in Cave01/Room1
  80  from         magtail  in Cave01/Room1
  80  from         AND_SW0  in Cave01/Room1
  80  from          SW_C00  in TF_01/Room0
  80  from          SW_C00  in TF_01/Room0
  80  from          SW_C00  in TF_01/Room0
  80  from          SW_C00  in TF_01/Room0
  80  from          SW_C00  in TF_01/Room0
  80  from          SW_C00  in TF_01/Room0
  80  from          SW_C00  in TF_01/Room0
  80  from          SW_C00  in TF_01/Room0
  80  from          SW_C00  in TF_02/Room0
  80  from          SW_C00  in TF_02/Room0
  80  from          SW_C00  in TF_02/Room0
  80  from          SW_C00  in TF_02/Room0
  80  from          SW_C00  in TF_02/Room0
  80  from          SW_C00  in TF_02/Room0
  80  from          SW_C00  in TF_02/Room0
  80  from          SW_C00  in TF_02/Room0
  80  from          SW_C00  in TF_03/Room6
  80  from          SW_C00  in WarpD/Room0
  80  from          SW_C00  in WarpD/Room0
  80  from          SW_C00  in WarpD/Room0
  80  from          SW_C00  in WarpD/Room0
  80  from          SW_C00  in WarpD/Room0
  80  from          SW_C00  in WarpD/Room0
  80  from          SW_C00  in WarpD/Room0
  80  from          SW_C00  in WarpD/Room0
  80  from          SW_C00  in WarpD/Room0
  81  from         Kbota_A  in Cave01/Room1
  81  from            Fire  in Cave01/Room1
  81  from         AND_SW0  in Cave01/Room1
  81  from           Akabe  in Cave01/Room1
  81  from           Akabe  in Cave01/Room1
  81  from           Akabe  in Cave01/Room1
  81  from          Warpnt  in WarpD/Room0
  81  from          Warpnt  in WarpD/Room0
  81  from           Warpt  in WarpD/Room0
  81  from           Warpt  in WarpD/Room0
  81  from           Warpt  in WarpD/Room0
  81  from           Warpt  in WarpD/Room0
  81  from           Warpt  in WarpD/Room0
